.	baseMean	log2FoldChange	lfcSE	pvalue	padj	symbol	FOXG1_unique
ENSMUSG00000026614	621.1034775	0.202318184	0.183762628	0.185597345	0.349295965	Slc30a10	NEUROD1_unique
ENSMUSG00000026616	78.15432102	-2.04546755	0.762567135	4.44267E-05	0.000438933	Cr2	NEUROD1_unique
ENSMUSG00000026620	3876.719287	0.409342705	0.174980167	0.006627251	0.028475502	Mark1	NEUROD1_unique
ENSMUSG00000026623	3909.312153	0.545609994	0.160337928	0.00015288	0.001251053	Lpgat1	NEUROD1_unique
ENSMUSG00000026626	2614.681652	-0.117396453	0.100735212	0.213906603	0.384564227	Ppp2r5a	NEUROD1_unique
ENSMUSG00000026628	275.187651	0.201539717	0.220249022	0.236575471	0.411226413	Atf3	NEUROD1_unique
ENSMUSG00000026634	1821.268073	0.067424952	0.093341759	0.449975942	0.624232844	Angel2	NEUROD1_unique
ENSMUSG00000026639	42.88790735	0.357833523	0.38642025	0.080594794	0.19385875	Lamb3	NEUROD1_unique
ENSMUSG00000026640	10911.7985	-1.565997696	0.216845468	3.14245E-14	2.5126E-12	Plxna2	NEUROD1_unique
ENSMUSG00000026643	4733.976485	-0.620090195	0.100377866	1.36397E-10	5.50733E-09	Nmt2	NEUROD1_unique
ENSMUSG00000026649	794.1786753	0.497360294	0.299717977	0.020459288	0.06888439	Cfap126	NEUROD1_unique
ENSMUSG00000026655	2493.462858	0.009369419	0.130911391	0.939866444	0.967194112	Fam107b	NEUROD1_unique
ENSMUSG00000026657	4749.09505	-0.497358724	0.147528976	0.000208987	0.001625371	Frmd4a	NEUROD1_unique
ENSMUSG00000026663	2113.57519	-0.190687641	0.081291311	0.017774607	0.061592749	Atf6	NEUROD1_unique
ENSMUSG00000026669	158.1177642	-0.273696793	0.318511426	0.144576029	0.292373394	Mcm10	NEUROD1_unique
ENSMUSG00000026670	1978.058648	-0.698457349	0.129456216	1.13091E-08	2.95189E-07	Uap1	NEUROD1_unique
ENSMUSG00000026672	1165.309179	0.262374568	0.090590789	0.002522044	0.013003004	Optn	NEUROD1_unique
ENSMUSG00000026674	1813.72429	0.101720727	0.177444199	0.492536462	0.659765787	Ddr2	NEUROD1_unique
ENSMUSG00000026675	3301.151935	-1.113676856	0.185702803	1.55722E-10	6.18999E-09	Hsd17b7	NEUROD1_unique
ENSMUSG00000026678	773.7806849	-0.572794817	0.246304312	0.003612274	0.01747138	Rgs5	NEUROD1_unique
ENSMUSG00000026683	318.7778602	-0.370751733	0.366340184	0.06276127	0.161670411	Nuf2	NEUROD1_unique
ENSMUSG00000026686	540.3257128	0.060128629	0.205119279	0.724670008	0.838601433	Lmx1a	NEUROD1_unique
ENSMUSG00000026688	3411.893619	-0.882920887	0.160792174	5.31151E-09	1.51546E-07	Mgst3	NEUROD1_unique
ENSMUSG00000026694	852.7553288	-0.177798697	0.099389143	0.059666493	0.155790788	Mettl13	NEUROD1_unique
ENSMUSG00000026697	7.167497898	-0.096909464	0.33964353	0.195164607	0.361054744	Myoc	NEUROD1_unique
ENSMUSG00000026701	24777.05358	-0.176321299	0.254812711	0.302341279	0.483636069	Prdx6	NEUROD1_unique
ENSMUSG00000026705	977.2145668	0.41171959	0.14836694	0.002024419	0.010879905	Klhl20	NEUROD1_unique
ENSMUSG00000026715	9.107221277	0.059557631	0.315226525	0.583942381	0.734475559	Serpinc1	NEUROD1_unique
ENSMUSG00000026718	3678.282839	0.077590583	0.108289347	0.44591163	0.620893885	Stam	NEUROD1_unique
ENSMUSG00000026721	4987.816318	-0.926923295	0.153841697	1.92617E-10	7.50759E-09	Rabgap1l	NEUROD1_unique
ENSMUSG00000026723	314.640337	0.150597525	0.13224413	0.213979778	0.384661595	Trdmt1	NEUROD1_unique
ENSMUSG00000026726	236.235393	-1.791033977	0.341376875	4.28484E-09	1.24538E-07	Cubn	NEUROD1_unique
ENSMUSG00000026727	3824.296443	0.439578956	0.210754131	0.010581005	0.041353004	Rsu1	NEUROD1_unique
ENSMUSG00000026728	95282.79818	0.066740107	0.163064583	0.639817589	0.777768987	Vim	NEUROD1_unique
ENSMUSG00000026730	670.5579958	-0.134324759	0.175776942	0.363970101	0.545752811	Pter	NEUROD1_unique
ENSMUSG00000026736	25.98763984	0.370786883	0.414412277	0.070368729	0.17534972	4930426L09Rik	NEUROD1_unique
ENSMUSG00000026737	1623.166127	0.222139015	0.122470791	0.050520604	0.137430998	Pip4k2a	NEUROD1_unique
ENSMUSG00000026740	1545.4283	-0.094144078	0.126111162	0.417155357	0.596707377	Dnajc1	NEUROD1_unique
ENSMUSG00000026743	1037.552087	-0.333893272	0.096676618	0.000306361	0.002236514	Mllt10	NEUROD1_unique
ENSMUSG00000026748	5484.482148	-0.429632393	0.098068901	4.5218E-06	6.12669E-05	Plxdc2	NEUROD1_unique
ENSMUSG00000026749	7211.883585	-0.406518917	0.137194578	0.001241597	0.007259034	Nek6	NEUROD1_unique
ENSMUSG00000026764	30067.01139	-0.203789486	0.178324741	0.173050395	0.332633642	Kif5c	NEUROD1_unique
ENSMUSG00000026765	219.0724554	-0.407609041	0.202869219	0.015218914	0.054762833	Lypd6b	NEUROD1_unique
ENSMUSG00000026766	2353.364934	-0.146445818	0.096178623	0.109954556	0.241768555	Mmadhc	NEUROD1_unique
ENSMUSG00000026768	887.7695358	0.088424883	0.188199269	0.565759365	0.720339011	Itga8	NEUROD1_unique
ENSMUSG00000026771	681.75778	0.163253541	0.12170717	0.147189226	0.295973246	Spopl	NEUROD1_unique
ENSMUSG00000026775	4426.358093	0.076756934	0.076217929	0.299318969	0.480320754	Yme1l1	NEUROD1_unique
ENSMUSG00000026782	6683.516218	0.031384323	0.100944718	0.744242755	0.851736066	Abi2	NEUROD1_unique
ENSMUSG00000026786	45.26697794	-0.330276976	0.277576373	0.087282322	0.205522715	Apbb1ip	NEUROD1_unique
ENSMUSG00000026790	3973.365128	0.252414797	0.114494975	0.017878816	0.061887502	Odf2	NEUROD1_unique
ENSMUSG00000026791	1133.622769	-0.007457881	0.084226924	0.926292075	0.959838253	Slc2a8	NEUROD1_unique
ENSMUSG00000026796	6761.995006	-0.055668226	0.063285307	0.358818095	0.541035423	Fam129b	NEUROD1_unique
ENSMUSG00000026797	22255.93319	0.079275178	0.195790561	0.580770037	0.731486027	Stxbp1	NEUROD1_unique
ENSMUSG00000026799	1047.623215	0.126564617	0.102472403	0.190227139	0.354794837	Med27	NEUROD1_unique
ENSMUSG00000026807	131.6383919	1.364090341	0.425378911	7.60556E-05	0.000690852	Ak8	NEUROD1_unique
ENSMUSG00000026812	3037.142449	0.010505657	0.133237618	0.921938642	0.957583528	Tsc1	NEUROD1_unique
ENSMUSG00000026814	307.1688034	0.558108675	0.200326137	0.001189522	0.00700112	Eng	NEUROD1_unique
ENSMUSG00000026821	4543.041687	-0.194510204	0.08475801	0.017483497	0.060788955	Ralgds	NEUROD1_unique
ENSMUSG00000026824	1762.18032	-0.537433693	0.273700319	0.009056494	0.03646573	Kcnj3	NEUROD1_unique
ENSMUSG00000026827	5236.16479	-0.435310098	0.127978298	0.000233517	0.001779213	Gpd2	NEUROD1_unique
ENSMUSG00000026828	4.022403357	-0.089679685	0.334579319	0.276575076	.	Galnt5	NEUROD1_unique
ENSMUSG00000026830	16.68440518	0.146651719	0.330291363	0.29543804	0.476512207	Ermn	NEUROD1_unique
ENSMUSG00000026832	1.416362027	-0.070697048	0.337366119	0.15924706	.	Cytip	NEUROD1_unique
ENSMUSG00000026833	18689.24529	-0.593115076	0.104936117	3.71848E-09	1.10457E-07	Olfm1	NEUROD1_unique
ENSMUSG00000026834	74.08941204	-0.662343297	0.339117783	0.006433017	0.027824138	Acvr1c	NEUROD1_unique
ENSMUSG00000026836	2032.949275	-0.705434698	0.094471985	1.36325E-14	1.18357E-12	Acvr1	NEUROD1_unique
ENSMUSG00000026837	7071.3521	-0.033929525	0.108139763	0.735600718	0.845625216	Col5a1	NEUROD1_unique
ENSMUSG00000026839	433.799376	0.13599128	0.138218109	0.276037293	0.456164842	Upp2	NEUROD1_unique
ENSMUSG00000026841	715.2684171	-3.136668951	0.184172456	1.04636E-66	7.05558E-63	Fibcd1	NEUROD1_unique
ENSMUSG00000026842	3783.667139	0.09142641	0.109204471	0.419290847	0.598703646	Abl1	NEUROD1_unique
ENSMUSG00000026849	1329.597328	0.12945035	0.08363285	0.106660762	0.236531524	Tor1a	NEUROD1_unique
ENSMUSG00000026853	2737.0992	-0.482293821	0.109808883	4.36974E-06	5.96059E-05	Crat	NEUROD1_unique
ENSMUSG00000026866	5.227865867	0.019789853	0.303108441	0.868825366	0.928744196	Kynu	NEUROD1_unique
ENSMUSG00000026867	4786.011803	-0.268318574	0.091567204	0.002208312	0.011694226	Gapvd1	NEUROD1_unique
ENSMUSG00000026872	4842.225849	-0.303188126	0.151759132	0.024311059	0.078951421	Zeb2	NEUROD1_unique
ENSMUSG00000026874	247.407532	0.033026787	0.264286077	0.837200026	0.909739972	Hc	NEUROD1_unique
ENSMUSG00000026875	520.6758119	0.105601011	0.26010986	0.534655445	0.695493947	Traf1	NEUROD1_unique
ENSMUSG00000026883	6037.48062	-0.212756309	0.090429127	0.014248775	0.052019214	Dab2ip	NEUROD1_unique
ENSMUSG00000026885	477.2370739	0.715922826	0.217013056	0.000128194	0.001076033	Ttll11	NEUROD1_unique
ENSMUSG00000026887	984.114509	-0.215868209	0.104620889	0.027289897	0.086057368	Mrrf	NEUROD1_unique
ENSMUSG00000026888	1885.813805	-0.281448094	0.155689399	0.04016041	0.115562578	Grb14	NEUROD1_unique
ENSMUSG00000026890	1950.436765	0.580148138	0.271180189	0.005419181	0.024205038	Lhx6	NEUROD1_unique
ENSMUSG00000026893	976.8605222	-0.051347987	0.12342035	0.659590239	0.792602117	Gca	NEUROD1_unique
ENSMUSG00000026894	276.2420465	0.325798762	0.291041534	0.092559233	0.214157694	Morn5	NEUROD1_unique
ENSMUSG00000026896	447.0121667	-0.008197948	0.155232842	0.968791164	0.983599183	Ifih1	NEUROD1_unique
ENSMUSG00000026904	4333.906654	0.105073796	0.179003424	0.43360735	0.610306455	Slc4a10	NEUROD1_unique
ENSMUSG00000026914	4591.135979	-0.098691587	0.068440512	0.13981353	0.285512608	Psmd14	NEUROD1_unique
ENSMUSG00000026915	4800.643937	-0.308963322	0.092054926	0.000453752	0.003129542	Strbp	NEUROD1_unique
ENSMUSG00000026918	4377.950072	0.023910889	0.111661437	0.811066881	0.893826102	Brd3	NEUROD1_unique
ENSMUSG00000026921	366.8650706	0.684626002	0.215200768	0.000204273	0.001596695	Egfl7	NEUROD1_unique
ENSMUSG00000026922	132.4004156	0.449313853	0.244900128	0.019054443	0.065165228	Agpat2	NEUROD1_unique
ENSMUSG00000026923	2091.618837	-0.186052484	0.097771825	0.045650616	0.127129173	Notch1	NEUROD1_unique
ENSMUSG00000026930	6983.734148	0.009174578	0.149928644	0.951995194	0.97394987	Gpsm1	NEUROD1_unique
ENSMUSG00000026931	1.383414315	-0.038075627	0.328117221	0.513393013	.	RP24-562H22.1	NEUROD1_unique
ENSMUSG00000026932	8473.241997	-0.283233386	0.17299191	0.060652108	0.157622237	Nacc2	NEUROD1_unique
ENSMUSG00000026933	5527.461528	0.036335703	0.159676868	0.794172329	0.883894016	Camsap1	NEUROD1_unique
ENSMUSG00000026934	3.070991481	0.045513788	0.321374592	0.578343499	.	Lhx3	NEUROD1_unique
ENSMUSG00000026937	1.537330038	-0.006380277	0.326704828	0.894365209	.	Lcn5	NEUROD1_unique
ENSMUSG00000026942	751.8226547	-0.115235988	0.103645084	0.239529266	0.414749452	Traf2	NEUROD1_unique
ENSMUSG00000026946	201.9506349	0.082059663	0.16332466	0.562961	0.718267932	Nmi	NEUROD1_unique
ENSMUSG00000026950	210.110399	0.060387969	0.212316483	0.706094984	0.826398572	Neb	NEUROD1_unique
ENSMUSG00000026960	510.9661268	0.449734744	0.129868732	0.000179907	0.001435074	Arl6ip6	NEUROD1_unique
ENSMUSG00000026970	1859.765548	0.239901109	0.161934528	0.089789867	0.209862417	Rbms1	NEUROD1_unique
ENSMUSG00000026971	18.57307734	0.199204747	0.350728569	0.203489842	0.37101361	Itgb6	NEUROD1_unique
ENSMUSG00000026976	138.4052545	0.073625732	0.244148644	0.659620181	0.792602117	Pax8	NEUROD1_unique
ENSMUSG00000026977	2307.166606	-0.173913316	0.090721122	0.045122684	0.12606901	March7	NEUROD1_unique
ENSMUSG00000026979	7.692117922	-0.016000207	0.295021887	0.900383829	0.945097202	Psd4	NEUROD1_unique
ENSMUSG00000026987	1122.621203	0.970877006	0.299436627	6.22589E-05	0.000583612	Baz2b	NEUROD1_unique
ENSMUSG00000026988	587.728057	-0.049236006	0.14572106	0.704552188	0.825172893	Wdsub1	NEUROD1_unique
ENSMUSG00000026989	32.17743923	0.128066414	0.322221437	0.358220239	0.540456236	Dapl1	NEUROD1_unique
ENSMUSG00000026991	8143.521386	0.224924133	0.139706967	0.073757159	0.18157887	Pkp4	NEUROD1_unique
ENSMUSG00000026994	82.78513171	0.193428957	0.272130963	0.276050202	0.456164842	Galnt3	NEUROD1_unique
ENSMUSG00000027002	18499.78301	-0.715727871	0.120399105	4.99956E-10	1.77432E-08	Nckap1	NEUROD1_unique
ENSMUSG00000027007	2958.096179	-0.240247285	0.128499054	0.044065344	0.124013259	Ssfa2	NEUROD1_unique
ENSMUSG00000027009	637.278992	-1.95774975	0.303250655	5.39714E-12	2.83422E-10	Itga4	NEUROD1_unique
ENSMUSG00000027010	5610.520886	-0.039080409	0.08092365	0.616418763	0.760104416	Slc25a12	NEUROD1_unique
ENSMUSG00000027011	5817.792411	0.284703218	0.10860307	0.004738212	0.021709917	Ube2e3	NEUROD1_unique
ENSMUSG00000027012	7978.207326	-0.1207296	0.080923622	0.113987112	0.247753873	Dync1i2	NEUROD1_unique
ENSMUSG00000027015	2070.633039	-0.100452074	0.230815584	0.538320675	0.699042813	Cybrd1	NEUROD1_unique
ENSMUSG00000027016	1252.995807	-0.819096201	0.226208549	3.67466E-05	0.000372792	Zfp385b	NEUROD1_unique
ENSMUSG00000027018	1244.31507	-0.08692277	0.120195432	0.435701046	0.611941711	Hat1	NEUROD1_unique
ENSMUSG00000027022	1.774189549	0.000538472	0.324185208	0.937160579	.	Xirp2	NEUROD1_unique
ENSMUSG00000027030	2456.200414	0.562410399	0.087475733	3.25347E-11	1.48902E-09	Stk39	NEUROD1_unique
ENSMUSG00000027035	4820.788824	-0.390310197	0.168938351	0.007627153	0.031864866	Cers6	NEUROD1_unique
ENSMUSG00000027048	9.720534959	-0.132997185	0.320724356	0.348439726	0.530767109	Abcb11	NEUROD1_unique
ENSMUSG00000027068	1.588634237	-0.015691691	0.32285688	0.818413705	.	Dhrs9	NEUROD1_unique
ENSMUSG00000027070	2108.357889	-0.498114581	0.227180529	0.006353633	0.027591013	Lrp2	NEUROD1_unique
ENSMUSG00000027071	146.2188447	0.174617061	0.215981909	0.29792154	0.479066362	P2rx3	NEUROD1_unique
ENSMUSG00000027109	2005.868917	-0.114337984	0.084217446	0.158879903	0.312753043	Sp3	NEUROD1_unique
ENSMUSG00000027111	4945.63415	-0.20485724	0.101676207	0.032636142	0.098625113	Itga6	NEUROD1_unique
ENSMUSG00000027122	1541.942645	0.008877313	0.090617622	0.915698071	0.953816609	Arl14ep	NEUROD1_unique
ENSMUSG00000027134	1637.678986	-0.040642923	0.125318744	0.699497838	0.821425196	Lpcat4	NEUROD1_unique
ENSMUSG00000027162	7463.54362	-0.939811335	0.172817624	4.41801E-09	1.27857E-07	Lin7c	NEUROD1_unique
ENSMUSG00000027163	1681.131786	0.240111305	0.076374123	0.001505773	0.008544257	Commd9	NEUROD1_unique
ENSMUSG00000027164	927.0186654	0.401610017	0.114157698	0.00017377	0.001396581	Traf6	NEUROD1_unique
ENSMUSG00000027165	1648.504355	0.133689752	0.15630364	0.330643278	0.513400588	RP23-325I3.1	NEUROD1_unique
ENSMUSG00000027167	804.1332177	0.05602979	0.11089029	0.59145977	0.739836735	Elp4	NEUROD1_unique
ENSMUSG00000027168	787.1277976	0.068139132	0.157091348	0.618580134	0.761475275	Pax6	NEUROD1_unique
ENSMUSG00000027175	1019.033755	-0.250121964	0.1656641	0.081454471	0.195392208	Tcp11l1	NEUROD1_unique
ENSMUSG00000027180	3179.750961	0.015648852	0.095886842	0.867249449	0.927937644	Fbxo3	NEUROD1_unique
ENSMUSG00000027185	1547.371557	-0.206926181	0.071654126	0.003035946	0.015126641	Nat10	NEUROD1_unique
ENSMUSG00000027187	4682.767782	-0.560893091	0.199424133	0.000858769	0.005361739	Cat	NEUROD1_unique
ENSMUSG00000027188	2564.601358	-0.147254966	0.206038069	0.365141645	0.546537206	Pamr1	NEUROD1_unique
ENSMUSG00000027189	10821.72158	-0.225437974	0.129626068	0.055348303	0.147340548	Trim44	NEUROD1_unique
ENSMUSG00000027193	3802.208076	-0.09846398	0.080665328	0.208216526	0.377217635	Api5	NEUROD1_unique
ENSMUSG00000027194	1765.760509	0.065328056	0.111161227	0.553526902	0.710713786	Ttc17	NEUROD1_unique
ENSMUSG00000027195	7414.688373	-0.695998792	0.113076666	2.26367E-10	8.67269E-09	Hsd17b12	NEUROD1_unique
ENSMUSG00000027198	4215.826448	0.077277093	0.088117175	0.370020311	0.551676067	Ext2	NEUROD1_unique
ENSMUSG00000027199	668.2353763	-2.234731065	0.309731922	5.52488E-15	5.03436E-13	Gatm	NEUROD1_unique
ENSMUSG00000027200	2809.207271	-0.193631399	0.124433707	0.090749708	0.211422859	Sema6d	NEUROD1_unique
ENSMUSG00000027201	3417.939884	-0.464515171	0.081564121	4.21674E-09	1.22911E-07	Myef2	NEUROD1_unique
ENSMUSG00000027206	4618.732098	0.025587608	0.085412383	0.75723919	0.860303208	Cops2	NEUROD1_unique
ENSMUSG00000027207	1391.063564	0.321516487	0.113458637	0.00251456	0.012982906	Galk2	NEUROD1_unique
ENSMUSG00000027210	4158.670086	0.521833837	0.244385147	0.005992353	0.026275437	Meis2	NEUROD1_unique
ENSMUSG00000027217	5276.283106	-1.119955447	0.166806768	1.32841E-12	7.85744E-11	Tspan18	NEUROD1_unique
ENSMUSG00000027219	3.01428453	-0.170408297	0.383768543	0.056502868	.	Slc28a2	NEUROD1_unique
ENSMUSG00000027220	1359.406058	-0.432459609	0.175201184	0.005398327	0.024133205	Syt13	NEUROD1_unique
ENSMUSG00000027221	3433.032696	-1.061824953	0.133834283	1.97417E-16	2.28601E-14	Chst1	NEUROD1_unique
ENSMUSG00000027230	2433.998736	0.199977535	0.140575408	0.11374014	0.247431953	Creb3l1	NEUROD1_unique
ENSMUSG00000027238	1346.030724	0.162220542	0.119866254	0.141009496	0.287114353	Frmd5	NEUROD1_unique
ENSMUSG00000027244	2304.780826	0.217089345	0.07989212	0.005348455	0.023968518	Atg13	NEUROD1_unique
ENSMUSG00000027248	27177.09232	-0.253400935	0.094218074	0.004770772	0.0218245	Pdia3	NEUROD1_unique
ENSMUSG00000027253	863.4392206	-0.145879477	0.122800172	0.197632666	0.363665339	Lrp4	NEUROD1_unique
ENSMUSG00000027261	2.502687569	-0.058129484	0.329589837	0.272187146	.	Hao1	NEUROD1_unique
ENSMUSG00000027270	90.05581155	0.244453769	0.293889355	0.188346548	0.352414777	Lamp5	NEUROD1_unique
ENSMUSG00000027273	16529.74263	-0.241961192	0.212766353	0.149643576	0.29947961	Snap25	NEUROD1_unique
ENSMUSG00000027274	354.7972551	0.362199697	0.117959665	0.001037072	0.006266108	Mkks	NEUROD1_unique
ENSMUSG00000027276	754.5403582	-0.844024689	0.154100343	5.30602E-09	1.51546E-07	Jag1	NEUROD1_unique
ENSMUSG00000027282	5503.128568	-0.373100038	0.097523591	5.47942E-05	0.000523586	Mtch2	NEUROD1_unique
ENSMUSG00000027286	1159.621312	0.297038439	0.124810907	0.009706792	0.038577347	Lrrc57	NEUROD1_unique
ENSMUSG00000027288	5868.120391	-0.093934705	0.093855305	0.294343752	0.475405751	Zfp106	NEUROD1_unique
ENSMUSG00000027298	2790.51379	-0.379057301	0.168507768	0.008846371	0.035819303	Tyro3	NEUROD1_unique
ENSMUSG00000027304	3296.219789	-0.240559354	0.111038874	0.021566858	0.071814975	Rtf1	NEUROD1_unique
ENSMUSG00000027309	5534.566514	0.137635491	0.120981344	0.217676877	0.388957295	RP23-175J8.3	NEUROD1_unique
ENSMUSG00000027312	8078.052915	-0.477207364	0.168228366	0.001447319	0.008246497	Atrn	NEUROD1_unique
ENSMUSG00000027313	788.8365785	1.896189467	0.217743648	1.19523E-19	2.49261E-17	Chac1	NEUROD1_unique
ENSMUSG00000027332	4592.589718	-0.279267518	0.15904314	0.043278579	0.122447994	Ivd	NEUROD1_unique
ENSMUSG00000027333	1968.863493	0.269719238	0.112327496	0.011574286	0.044402851	Smox	NEUROD1_unique
ENSMUSG00000027339	1611.784447	0.128146218	0.171752816	0.389539739	0.570372646	Rassf2	NEUROD1_unique
ENSMUSG00000027340	2932.397168	-0.104882501	0.099006326	0.271970546	0.451587637	Slc23a2	NEUROD1_unique
ENSMUSG00000027346	3301.197077	0.138074239	0.138010445	0.282282988	0.462597421	Gpcpd1	NEUROD1_unique
ENSMUSG00000027347	262.5273417	-0.0570013	0.181269964	0.71216275	0.830432342	Rasgrp1	NEUROD1_unique
ENSMUSG00000027350	4292.681278	-0.181412708	0.167825637	0.210098715	0.379631435	Chgb	NEUROD1_unique
ENSMUSG00000027351	4003.196446	-0.230566893	0.101228403	0.016218292	0.05729238	Spred1	NEUROD1_unique
ENSMUSG00000027356	35.80870937	-0.443271108	0.665004664	0.027590828	0.086680365	Fermt1	NEUROD1_unique
ENSMUSG00000027357	1041.805052	0.430088793	0.130065048	0.000349158	0.00250821	Crls1	NEUROD1_unique
ENSMUSG00000027358	75.88384603	-0.074692439	0.215168034	0.645349848	0.782071238	Bmp2	NEUROD1_unique
ENSMUSG00000027360	149.1250439	1.251369549	0.478254286	0.000527327	0.003566463	Hdc	NEUROD1_unique
ENSMUSG00000027364	52.5665487	-0.174057761	0.231190503	0.308648591	0.490853171	Usp50	NEUROD1_unique
ENSMUSG00000027367	10330.60321	-0.313154357	0.122807252	0.005957183	0.026157556	Stard7	NEUROD1_unique
ENSMUSG00000027374	2057.816185	0.199169929	0.085782019	0.016844701	0.058963739	Mrps5	NEUROD1_unique
ENSMUSG00000027375	18.63729676	-0.293047317	0.474378538	0.055565894	0.147846961	Mal	NEUROD1_unique
ENSMUSG00000027376	7.05272435	-0.308133419	0.497962046	0.048866732	0.133952787	Prom2	NEUROD1_unique
ENSMUSG00000027378	1458.260802	0.147358942	0.148129227	0.252481292	0.429883348	Nphp1	NEUROD1_unique
ENSMUSG00000027380	1.714660723	0.083811162	0.337582158	0.211097396	.	Acoxl	NEUROD1_unique
ENSMUSG00000027381	441.9411031	0.553401083	0.123050799	1.73914E-06	2.65733E-05	Bcl2l11	NEUROD1_unique
ENSMUSG00000027400	844.0741744	0.127008313	0.204366969	0.42559434	0.603868128	Pdyn	NEUROD1_unique
ENSMUSG00000027401	16.28812912	-0.338915468	0.37530866	0.094275986	0.216963472	Tgm3	NEUROD1_unique
ENSMUSG00000027405	3572.646772	-0.175594687	0.079861418	0.023043242	0.075586467	Nop56	NEUROD1_unique
ENSMUSG00000027420	32.80033796	0.268390459	0.320071661	0.155990907	0.30874191	Bfsp1	NEUROD1_unique
ENSMUSG00000027422	5945.052863	0.032692172	0.112232225	0.757336415	0.860303208	Rrbp1	NEUROD1_unique
ENSMUSG00000027430	1932.186175	0.151242981	0.13657459	0.18379952	0.347031704	Dtd1	NEUROD1_unique
ENSMUSG00000027434	43.82874415	-0.146914901	0.290380434	0.37417411	0.555984139	Nkx2-2	NEUROD1_unique
ENSMUSG00000027435	27.05502412	-0.109889475	0.295289812	0.465118342	0.636644585	Cd93	NEUROD1_unique
ENSMUSG00000027447	45933.41685	-0.064843845	0.182689697	0.662764935	0.795247161	Cst3	NEUROD1_unique
ENSMUSG00000027455	5976.719134	0.083740934	0.070013413	0.220456946	0.392075717	Nsfl1c	NEUROD1_unique
ENSMUSG00000027456	60.45049265	0.212553804	0.209000447	0.199547235	0.366242603	Sdcbp2	NEUROD1_unique
ENSMUSG00000027463	14.30296595	-0.051940702	0.301512029	0.683234601	0.810244621	Slc52a3	NEUROD1_unique
ENSMUSG00000027472	6371.230561	0.418995653	0.132631982	0.000745739	0.004773912	Pdrg1	NEUROD1_unique
ENSMUSG00000027474	9.640538989	0.151732568	0.348734244	0.203831671	0.371369078	Ccm2l	NEUROD1_unique
ENSMUSG00000027478	60.99125811	-0.291866237	0.345254193	0.122025678	0.259974454	Dnmt3b	NEUROD1_unique
ENSMUSG00000027479	16771.85666	0.002315843	0.090795516	0.939941127	0.967194112	Mapre1	NEUROD1_unique
ENSMUSG00000027487	383.1754567	0.167526905	0.121838134	0.12784316	0.268829447	Cdk5rap1	NEUROD1_unique
ENSMUSG00000027489	347.1323762	0.792160426	0.200291571	8.65744E-06	0.000106918	Necab3	NEUROD1_unique
ENSMUSG00000027490	1328.484026	0.46133839	0.16444642	0.001550998	0.00875667	E2f1	NEUROD1_unique
