.	baseMean	log2FoldChange	lfcSE	pvalue	padj	symbol	Chrom	Start	End	DIV11	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	transcriptId	distanceToTSS	geneName	FOXG1_unique
ENSMUSG00000032745	2673.531113	0.003618743	0.099125859	0.962920718	0.980306955	Gpbp1	chr13	111489914	111490125	DIV11	Promoter (<=1kb)	13	111425932	111490028	64097	2	ENSMUST00000091236	0	ENSMUSG00000032745	FOXG1_unique
ENSMUSG00000032754	317.98276	-0.224951838	0.183974117	0.141411871	0.287730913	Slc8b1	chr5	120514806	120515057	DIV11	Promoter (1-2kb)	5	120513143	120533057	19915	1	ENSMUST00000111889	1664	ENSMUSG00000032754	FOXG1_unique
ENSMUSG00000032757	1105.302469	0.213081601	0.111214746	0.041319432	0.118091382	Bet1	chr6	4073771	4074114	DIV11	Downstream (2-3kb)	6	4081495	4086930	5436	2	ENSMUST00000145696	12816	ENSMUSG00000032757	FOXG1_unique
ENSMUSG00000032763	1725.827451	-0.147058298	0.083096635	0.071508961	0.177423211	Ilvbl	chr10	78574476	78574890	DIV11	Promoter (<=1kb)	10	78574500	78584498	9999	1	ENSMUST00000105384	0	ENSMUSG00000032763	FOXG1_unique
ENSMUSG00000032766	308.9279377	0.064627709	0.172345249	0.658325054	0.791872857	Gng11	chr6	3999384	3999688	DIV11	Distal Intergenic	6	4003943	4008445	4503	1	ENSMUST00000031670	-4255	ENSMUSG00000032766	FOXG1_unique
ENSMUSG00000032769	12.0629512	-0.158990071	0.332693246	0.273089135	0.45283791	Trpa1	chr1	14931090	14931316	DIV11	Distal Intergenic	1	14872648	14918862	46215	2	ENSMUST00000041447	-12229	ENSMUSG00000032769	FOXG1_unique
ENSMUSG00000032773	1214.720632	-1.107925535	0.298716151	1.4309E-05	0.000165531	Chrm1	chr19	8658458	8658658	DIV11	Distal Intergenic	19	8663789	8678154	14366	1	ENSMUST00000177197	-5131	ENSMUSG00000032773	FOXG1_unique
ENSMUSG00000032776	88.75491232	0.13849537	0.197615717	0.385222231	0.566008703	Mctp2	chr7	71846065	71846389	DIV11	Distal Intergenic	7	72077832	72306595	228764	2	ENSMUST00000079323	460206	ENSMUSG00000032776	FOXG1_unique
ENSMUSG00000032777	6184.134643	0.032567994	0.109375026	0.747007528	0.853548084	Gtf3c1	chr7	125707459	125707865	DIV11	Promoter (<=1kb)	7	125640955	125707780	66826	2	ENSMUST00000055506	0	ENSMUSG00000032777	FOXG1_unique
ENSMUSG00000032782	795.4962166	0.192457302	0.085287958	0.019179838	0.065456014	Cntrob	chr11	69308149	69308441	DIV11	Promoter (1-2kb)	11	69308414	69309442	1029	2	ENSMUST00000135979	1001	ENSMUSG00000032782	FOXG1_unique
ENSMUSG00000032783	90.62231146	-0.019110394	0.2208005	0.902471996	0.945912228	Troap	chr15	99074460	99075056	DIV11	Promoter (<=1kb)	15	99074973	99083407	8435	1	ENSMUST00000039665	0	ENSMUSG00000032783	FOXG1_unique
ENSMUSG00000032786	1919.54299	-0.133112507	0.075248646	0.068878172	0.172634933	Alas1	chr9	106247993	106248321	DIV11	Promoter (<=1kb)	9	106233458	106248126	14669	2	ENSMUST00000141118	0	ENSMUSG00000032786	FOXG1_unique
ENSMUSG00000032788	7687.935534	0.181728528	0.190869221	0.240592851	0.415794846	Pdxk	chr10	78464560	78465159	DIV11	Promoter (<=1kb)	10	78436744	78464975	28232	2	ENSMUST00000041616	0	ENSMUSG00000032788	FOXG1_unique
ENSMUSG00000032802	4358.648375	-0.424311027	0.159306799	0.002589236	0.013276974	Srxn1	chr2	152105427	152105717	DIV11	Promoter (<=1kb)	2	152105516	152109211	3696	1	ENSMUST00000137751	0	ENSMUSG00000032802	FOXG1_unique
ENSMUSG00000032803	5206.535534	-0.978290323	0.092165393	2.63026E-27	1.4002E-24	Cdv3	chr9	103364306	103364496	DIV11	Promoter (<=1kb)	9	103353102	103364979	11878	2	ENSMUST00000116517	483	ENSMUSG00000032803	FOXG1_unique
ENSMUSG00000032812	1088.9019	0.164728318	0.134237472	0.181306962	0.343993485	Arap1	chr7	101374339	101374617	DIV11	Promoter (1-2kb)	7	101372993	101411888	38896	1	ENSMUST00000084896	1347	ENSMUSG00000032812	FOXG1_unique
ENSMUSG00000032815	148.9071588	-0.724191044	0.318182904	0.002382747	0.012435654	Fanca	chr8	123270377	123270631	DIV11	Intron (ENSMUST00000127664/ENSMUSG00000092329, intron 1 of 15)	8	123269290	123274223	4934	2	ENSMUST00000135702	3592	ENSMUSG00000032815	FOXG1_unique
ENSMUSG00000032816	7097.563851	-0.015961683	0.138752298	0.897048116	0.94369891	Igdcc4	chr9	65103380	65103571	DIV11	Promoter (1-2kb)	9	65101535	65135580	34046	1	ENSMUST00000166273	1846	ENSMUSG00000032816	FOXG1_unique
ENSMUSG00000032826	25867.18225	-0.626798448	0.199176752	0.000314246	0.002286649	Ank2	chr3	126921752	126922159	DIV11	Exon (ENSMUST00000044443/ENSMUSG00000032826, exon 1 of 25)	3	126921607	126998452	76846	2	ENSMUST00000044443	76293	ENSMUSG00000032826	FOXG1_unique
ENSMUSG00000032839	979.3606577	-0.365034759	0.086216924	1.10756E-05	0.00013226	Trpc1	chr9	95736315	95736499	DIV11	Intron (ENSMUST00000053785/ENSMUSG00000032839, intron 3 of 12)	9	95706627	95750358	43732	2	ENSMUST00000053785	13859	ENSMUSG00000032839	FOXG1_unique
ENSMUSG00000032840	2584.296662	-0.232994086	0.106628161	0.020548926	0.069130922	AC125061.1	chr5	118245358	118245585	DIV11	Promoter (<=1kb)	5	118245227	118266093	20867	1	ENSMUST00000049138	132	ENSMUSG00000032840	FOXG1_unique
ENSMUSG00000032841	381.559569	-0.341331152	0.278465632	0.075473432	0.184368079	Prr5l	chr2	101750813	101751072	DIV11	Intron (ENSMUST00000171088/ENSMUSG00000032841, intron 4 of 8)	2	101717250	101797650	80401	2	ENSMUST00000141814	46578	ENSMUSG00000032841	FOXG1_unique
ENSMUSG00000032845	2.362741471	0.031698911	0.320997046	0.682852943	.	Alpk2	chr18	65300917	65301103	DIV11	Intron (ENSMUST00000148078/ENSMUSG00000032845, intron 1 of 8)	18	65265529	65307708	42180	2	ENSMUST00000148078	6605	ENSMUSG00000032845	FOXG1_unique
ENSMUSG00000032846	1903.616872	-1.307895941	0.153019023	1.05087E-18	1.84853E-16	Zswim6	chr13	107875335	107875519	DIV11	Intron (ENSMUST00000105097/ENSMUSG00000032846, intron 2 of 14)	13	107724618	107890064	165447	2	ENSMUST00000105097	14545	ENSMUSG00000032846	FOXG1_unique
ENSMUSG00000032849	537.472146	-0.66831262	0.267916031	0.001447591	0.008246497	Abcc4	chr14	118660480	118661166	DIV11	Intron (ENSMUST00000036554/ENSMUSG00000032849, intron 3 of 30)	14	118482692	118706219	223528	2	ENSMUST00000036554	45053	ENSMUSG00000032849	FOXG1_unique
ENSMUSG00000032850	4823.709995	-0.20074666	0.147041576	0.127408536	0.268110609	Rnft2	chr5	118186473	118186690	DIV11	3' UTR	5	118194054	118201232	7179	2	ENSMUST00000132831	14542	ENSMUSG00000032850	FOXG1_unique
ENSMUSG00000032852	3.607651228	0.037456151	0.322512244	0.619746573	.	Rspo4	chr2	151839920	151840120	DIV11	Promoter (2-3kb)	2	151842927	151874668	31742	1	ENSMUST00000042217	-2807	ENSMUSG00000032852	FOXG1_unique
ENSMUSG00000032854	41.84086398	-1.772289676	0.404186149	6.00194E-07	1.02286E-05	Ugt8a	chr3	125823307	125823884	DIV11	Distal Intergenic	3	125865359	125938550	73192	2	ENSMUST00000057944	114666	ENSMUSG00000032854	FOXG1_unique
ENSMUSG00000032855	5445.365057	-0.443500786	0.161075334	0.001819566	0.009988604	Pkd1	chr17	24544978	24545171	DIV11	Distal Intergenic	17	24549950	24596514	46565	1	ENSMUST00000035565	-4779	ENSMUSG00000032855	FOXG1_unique
ENSMUSG00000032869	2486.609166	0.180507737	0.06779463	0.006403846	0.027729744	Psmf1	chr2	151741172	151741845	DIV11	Promoter (<=1kb)	2	151715812	151741310	25499	2	ENSMUST00000042452	0	ENSMUSG00000032869	FOXG1_unique
ENSMUSG00000032870	4575.683831	-0.416905678	0.10500737	2.88993E-05	0.000303848	Smap2	chr4	120986350	120986544	DIV11	Intron (ENSMUST00000043200/ENSMUSG00000032870, intron 1 of 9)	4	120971890	120975708	3819	2	ENSMUST00000151615	-10643	ENSMUSG00000032870	FOXG1_unique
ENSMUSG00000032872	1407.04115	-0.434379934	0.102442694	1.10477E-05	0.000132082	Cyb5r4	chr9	87021652	87021945	DIV11	Promoter (<=1kb)	9	87022014	87077774	55761	1	ENSMUST00000168529	-69	ENSMUSG00000032872	FOXG1_unique
ENSMUSG00000032875	6312.408624	-0.454561984	0.105633947	3.23525E-06	4.57021E-05	Arhgef17	chr7	100907323	100907507	DIV11	Intron (ENSMUST00000107032/ENSMUSG00000032875, intron 1 of 20)	7	100869746	100932161	62416	2	ENSMUST00000107032	24654	ENSMUSG00000032875	FOXG1_unique
ENSMUSG00000032878	2276.550892	-0.273279376	0.116553782	0.010664401	0.04160659	Ccdc85a	chr11	28477385	28477704	DIV11	Intron (ENSMUST00000093253/ENSMUSG00000032878, intron 2 of 4)	11	28388817	28434110	45294	2	ENSMUST00000160016	-43276	ENSMUSG00000032878	FOXG1_unique
ENSMUSG00000032883	5585.786569	-0.193512866	0.1200373	0.082129915	0.196546322	Acsl3	chr1	78649224	78649813	DIV11	Distal Intergenic	1	78657825	78706987	49163	1	ENSMUST00000035779	-8012	ENSMUSG00000032883	FOXG1_unique
ENSMUSG00000032897	1165.901497	0.602721874	0.151735802	1.43118E-05	0.000165531	Nfyc	chr4	120765720	120766132	DIV11	Promoter (<=1kb)	4	120758197	120765433	7237	2	ENSMUST00000145029	-288	ENSMUSG00000032897	FOXG1_unique
ENSMUSG00000032898	5303.290736	-0.739841882	0.114416919	1.61578E-11	7.78228E-10	Fbxo21	chr5	117977842	117978588	DIV11	Promoter (1-2kb)	5	117976770	118010191	33422	1	ENSMUST00000035579	1073	ENSMUSG00000032898	FOXG1_unique
ENSMUSG00000032899	301.7688044	-2.343334518	0.273979633	1.53177E-19	3.06795E-17	Styk1	chr6	131333447	131334027	DIV11	Intron (ENSMUST00000135859/ENSMUSG00000032899, intron 1 of 3)	6	131300133	131316398	16266	2	ENSMUST00000121078	-17050	ENSMUSG00000032899	FOXG1_unique
ENSMUSG00000032902	5461.090571	-0.404782098	0.247276267	0.029165288	0.090564946	Slc16a1	chr3	104637891	104638404	DIV11	Promoter (<=1kb)	3	104638668	104658462	19795	1	ENSMUST00000046212	-264	ENSMUSG00000032902	FOXG1_unique
ENSMUSG00000032905	6486.278498	0.157674021	0.111708861	0.124641001	0.264000762	Atg12	chr18	46741006	46741824	DIV11	Promoter (<=1kb)	18	46732417	46741579	9163	2	ENSMUST00000035648	0	ENSMUSG00000032905	FOXG1_unique
ENSMUSG00000032908	16.71942095	-0.247323057	0.361077091	0.152611053	0.303922102	Sgpp2	chr1	78256313	78256661	DIV11	Distal Intergenic	1	78310346	78420286	109941	1	ENSMUST00000036172	-53685	ENSMUSG00000032908	FOXG1_unique
ENSMUSG00000032911	642.6775937	-0.039118744	0.200347536	0.803651434	0.889141591	Cspg4	chr9	56869728	56869934	DIV11	Intron (ENSMUST00000035661/ENSMUSG00000032911, intron 1 of 9)	9	56865104	56899870	34767	1	ENSMUST00000035661	4625	ENSMUSG00000032911	FOXG1_unique
ENSMUSG00000032913	1531.235667	-0.297378721	0.11915086	0.007245605	0.030573915	Lrig2	chr3	104440604	104440808	DIV11	Distal Intergenic	3	104453984	104511856	57873	2	ENSMUST00000046316	71048	ENSMUSG00000032913	FOXG1_unique
ENSMUSG00000032925	1477.574498	-3.084649118	0.301389636	2.48085E-27	1.35635E-24	Itgbl1	chr14	123643555	123643893	DIV11	Distal Intergenic	14	123659971	123975618	315648	1	ENSMUST00000049681	-16078	ENSMUSG00000032925	FOXG1_unique
ENSMUSG00000032932	3912.885167	-0.172665517	0.089538975	0.060563315	0.157467239	Hspa13	chr16	75766633	75767784	DIV11	Promoter (<=1kb)	16	75755190	75766821	11632	2	ENSMUST00000046283	0	ENSMUSG00000032932	FOXG1_unique
ENSMUSG00000032936	20313.28111	-1.389000146	0.197162188	1.31962E-13	9.30125E-12	Camkv	chr9	107932446	107932910	DIV11	3' UTR	9	107935920	107949691	13772	1	ENSMUST00000035700	-3010	ENSMUSG00000032936	FOXG1_unique
ENSMUSG00000032939	2556.91512	0.265111192	0.144973291	0.040665558	0.116667646	Nup93	chr8	94214310	94215188	DIV11	Promoter (<=1kb)	8	94214597	94314857	100261	1	ENSMUST00000079961	0	ENSMUSG00000032939	FOXG1_unique
ENSMUSG00000032940	370.0564166	-0.029001868	0.148707234	0.828624359	0.904187911	Rbm11	chr16	75592835	75593092	DIV11	Promoter (<=1kb)	16	75592844	75601695	8852	1	ENSMUST00000046378	0	ENSMUSG00000032940	FOXG1_unique
ENSMUSG00000032946	1742.218855	-0.904555178	0.152813979	3.24758E-10	1.20542E-08	Rasgrp2	chr19	6400415	6400783	DIV11	Promoter (<=1kb)	19	6400527	6402430	1904	1	ENSMUST00000145611	0	ENSMUSG00000032946	FOXG1_unique
ENSMUSG00000032952	125.5936911	0.174125837	0.174262773	0.238713107	0.413754386	Ap4b1	chr3	103809550	103809917	DIV11	Promoter (<=1kb)	3	103809573	103821828	12256	1	ENSMUST00000106824	0	ENSMUSG00000032952	FOXG1_unique
ENSMUSG00000032959	17223.79268	0.027391318	0.084471585	0.738099511	0.847390182	Pebp1	chr5	117287319	117287897	DIV11	Promoter (<=1kb)	5	117282651	117287625	4975	2	ENSMUST00000036951	0	ENSMUSG00000032959	FOXG1_unique
ENSMUSG00000032965	1895.233066	0.137883607	0.131406174	0.251870482	0.429332661	Ift57	chr16	49500857	49501118	DIV11	Distal Intergenic	16	49699233	49765126	65894	1	ENSMUST00000046777	-198115	ENSMUSG00000032965	FOXG1_unique
ENSMUSG00000032966	16720.48256	-0.148237516	0.091635151	0.091049564	0.211860472	Fkbp1a	chr2	151542092	151542493	DIV11	Promoter (<=1kb)	2	151542483	151561692	19210	1	ENSMUST00000044011	0	ENSMUSG00000032966	FOXG1_unique
ENSMUSG00000032977	1821.159633	-0.007637342	0.080449861	0.92874209	0.960851212	Fam207a	chr10	77515757	77516145	DIV11	Promoter (<=1kb)	10	77486656	77515813	29158	2	ENSMUST00000045454	0	ENSMUSG00000032977	FOXG1_unique
ENSMUSG00000032985	107.4049867	-0.31938789	0.28515949	0.096479015	0.220353844	RP23-306I3.1	chr11	25616921	25617116	DIV11	Promoter (2-3kb)	11	25602816	25620098	17283	2	ENSMUST00000144503	2982	ENSMUSG00000032985	FOXG1_unique
ENSMUSG00000032998	2661.872478	-0.136505836	0.083837859	0.090388732	0.210872293	Foxj3	chr4	119540137	119541029	DIV11	Promoter (<=1kb)	4	119540522	119573745	33224	1	ENSMUST00000160219	0	ENSMUSG00000032998	FOXG1_unique
ENSMUSG00000033004	11407.57741	-0.280802343	0.235162084	0.110385365	0.242373336	Mycbp2	chr14	103119037	103119275	DIV11	Intron (ENSMUST00000161008/ENSMUSG00000033004, intron 25 of 27)	14	103114133	103115396	1264	2	ENSMUST00000162852	-3642	ENSMUSG00000033004	FOXG1_unique
ENSMUSG00000033014	2266.621526	-0.034453655	0.113349325	0.744089558	0.851705294	Trim33	chr3	103278852	103279052	DIV11	Promoter (<=1kb)	3	103279293	103358768	79476	1	ENSMUST00000029444	-241	ENSMUSG00000033014	FOXG1_unique
ENSMUSG00000033016	539.2426709	0.077033271	0.143334271	0.553505399	0.710713786	Nfatc1	chr18	80610473	80610657	DIV11	Intron (ENSMUST00000167977/ENSMUSG00000033016, intron 9 of 9)	18	80606205	80708173	101969	2	ENSMUST00000167977	97516	ENSMUSG00000033016	FOXG1_unique
ENSMUSG00000033021	1944.843983	0.278220884	0.083421588	0.000584577	0.003883547	Gmppa	chr1	75435976	75436273	DIV11	Promoter (<=1kb)	1	75435982	75441609	5628	1	ENSMUST00000144874	0	ENSMUSG00000033021	FOXG1_unique
ENSMUSG00000033022	743.9273167	0.569633548	0.131025213	2.96821E-06	4.24038E-05	Cdo1	chr18	46671103	46671573	DIV11	Distal Intergenic	18	46713205	46728342	15138	2	ENSMUST00000035804	56769	ENSMUSG00000033022	FOXG1_unique
ENSMUSG00000033031	359.3530134	-0.677151008	0.247221399	0.00090111	0.005562573	RP23-185B14.1	chr16	48993996	48994538	DIV11	Promoter (<=1kb)	16	48994185	49019705	25521	1	ENSMUST00000117994	0	ENSMUSG00000033031	FOXG1_unique
ENSMUSG00000033032	239.8576102	1.06609412	0.313559977	3.31151E-05	0.000342477	Afap1l1	chr18	61836223	61836513	DIV11	Intron (ENSMUST00000049378/ENSMUSG00000032735, intron 7 of 22)	18	61730261	61786702	56442	2	ENSMUST00000120472	-49522	ENSMUSG00000033032	FOXG1_unique
ENSMUSG00000033033	195.7778246	-0.240835116	0.216087645	0.152276171	0.30346095	Calhm2	chr19	47116671	47116965	DIV11	Intron (ENSMUST00000072141/ENSMUSG00000025047, intron 21 of 35)	19	47105353	47138294	32942	2	ENSMUST00000140512	21329	ENSMUSG00000033033	FOXG1_unique
ENSMUSG00000033036	1.867196339	0.050889192	0.325083494	0.500333654	.	AC164004.4	chr5	43911691	43911943	DIV11	Promoter (1-2kb)	5	43913170	43913898	729	1	ENSMUST00000177906	-1227	ENSMUSG00000033036	FOXG1_unique
ENSMUSG00000033039	4915.899742	-0.02263186	0.123223867	0.843504842	0.914037897	Micall1	chr15	79109531	79109720	DIV11	Promoter (<=1kb)	15	79108972	79136897	27926	1	ENSMUST00000040320	560	ENSMUSG00000033039	FOXG1_unique
ENSMUSG00000033047	5159.664441	0.312067511	0.092265828	0.000388549	0.002748236	Eif3l	chr15	79074845	79075445	DIV11	Promoter (<=1kb)	15	79075223	79094400	19178	1	ENSMUST00000040518	0	ENSMUSG00000033047	FOXG1_unique
ENSMUSG00000033053	98.09829696	-0.241503995	0.347059037	0.14575138	0.294134543	1700028P14Rik	chr19	23649771	23650020	DIV11	Promoter (2-3kb)	19	23558760	23652812	94053	2	ENSMUST00000035849	2792	ENSMUSG00000033053	FOXG1_unique
ENSMUSG00000033054	1023.103978	0.10070736	0.121851262	0.372600798	0.554297804	Npat	chr9	53536459	53537401	DIV11	Promoter (<=1kb)	9	53537047	53574342	37296	1	ENSMUST00000035850	0	ENSMUSG00000033054	FOXG1_unique
ENSMUSG00000033059	15060.04695	-0.147801602	0.160185415	0.302637484	0.483943151	Pygb	chr2	150772691	150772890	DIV11	Distal Intergenic	2	150786735	150831758	45024	1	ENSMUST00000045441	-13845	ENSMUSG00000033059	FOXG1_unique
ENSMUSG00000033060	1993.7089	-1.047085127	0.185750227	1.54721E-09	5.01579E-08	Lmo7	chr14	101745405	101745615	DIV11	Intron (ENSMUST00000100337/ENSMUSG00000033060, intron 1 of 30)	14	101729957	101934710	204754	1	ENSMUST00000100337	15449	ENSMUSG00000033060	FOXG1_unique
ENSMUSG00000033061	44.49187469	0.150159943	0.236011157	0.377791244	0.559755297	Resp18	chr1	75280438	75280692	DIV11	Promoter (2-3kb)	1	75272199	75278415	6217	2	ENSMUST00000039534	-2024	ENSMUSG00000033061	FOXG1_unique
ENSMUSG00000033065	9761.234227	-0.00171827	0.084570383	0.97083742	0.984611961	Pfkm	chr15	98089943	98090155	DIV11	Promoter (2-3kb)	15	98092589	98132447	39859	1	ENSMUST00000163507	-2434	ENSMUSG00000033065	FOXG1_unique
ENSMUSG00000033066	6461.350501	-0.707779476	0.190147019	3.40134E-05	0.0003498	Gas7	chr11	67433436	67434029	DIV11	Distal Intergenic	11	67455437	67683460	228024	1	ENSMUST00000108681	-21408	ENSMUSG00000033066	FOXG1_unique
ENSMUSG00000033068	5344.073071	-0.334234645	0.1500899	0.012637055	0.047480495	Entpd6	chr2	150747251	150747752	DIV11	Promoter (1-2kb)	2	150749042	150771675	22634	1	ENSMUST00000094467	-1290	ENSMUSG00000033068	FOXG1_unique
ENSMUSG00000033075	880.0273381	0.002599475	0.089741848	0.958084582	0.977312945	Senp1	chr15	98093133	98093845	DIV11	Promoter (<=1kb)	15	98038746	98093569	54824	2	ENSMUST00000044189	0	ENSMUSG00000033075	FOXG1_unique
ENSMUSG00000033080	3.946047137	-0.214339873	0.427100693	0.024203024	.	Vsx1	chr2	150683485	150683717	DIV11	Intron (ENSMUST00000046095/ENSMUSG00000033080, intron 4 of 4)	2	150680699	150689360	8662	2	ENSMUST00000046095	5643	ENSMUSG00000033080	FOXG1_unique
ENSMUSG00000033083	449.4953064	0.11424249	0.098901984	0.222922506	0.394669997	Tbc1d4	chr14	101428838	101429158	DIV11	Distal Intergenic	14	101442368	101463223	20856	2	ENSMUST00000161304	34065	ENSMUSG00000033083	FOXG1_unique
ENSMUSG00000033096	2482.050849	-0.206398796	0.092052185	0.019066613	0.065195828	Apmap	chr2	150608449	150608959	DIV11	Promoter (<=1kb)	2	150583080	150608567	25488	2	ENSMUST00000046399	0	ENSMUSG00000033096	FOXG1_unique
ENSMUSG00000033099	1052.809108	0.109113368	0.094800415	0.229702221	0.402655652	Nol12	chr15	78934866	78935568	DIV11	Promoter (<=1kb)	15	78934933	78943634	8702	1	ENSMUST00000138880	0	ENSMUSG00000033099	FOXG1_unique
ENSMUSG00000033102	438.8002098	-0.058929674	0.124421443	0.607045633	0.752012102	Cdc14b	chr13	64258488	64258837	DIV11	Intron (ENSMUST00000039318/ENSMUSG00000033102, intron 1 of 13)	13	64192545	64248526	55982	2	ENSMUST00000109769	-9963	ENSMUSG00000033102	FOXG1_unique
ENSMUSG00000033105	3612.843521	-1.305830619	0.23865155	1.98738E-09	6.30136E-08	Lss	chr10	76530362	76530649	DIV11	Promoter (<=1kb)	10	76531588	76535568	3981	1	ENSMUST00000159013	-939	ENSMUSG00000033105	FOXG1_unique
ENSMUSG00000033106	1035.390951	-0.109009979	0.101399392	0.258354786	0.436541366	Slc7a6os	chr8	106210089	106211236	DIV11	Promoter (<=1kb)	8	106200438	106210933	10496	2	ENSMUST00000035925	0	ENSMUSG00000033106	FOXG1_unique
ENSMUSG00000033111	990.4295049	-0.021934363	0.12762562	0.867808712	0.928241457	RP24-315N18.1	chr14	12284048	12284501	DIV11	Promoter (<=1kb)	14	12284209	12303231	19023	1	ENSMUST00000112669	0	ENSMUSG00000033111	FOXG1_unique
ENSMUSG00000033114	81.22037522	0.335080223	0.274150957	0.082696853	0.19762252	Slc35d2	chr13	64113431	64113615	DIV11	Intron (ENSMUST00000099441/ENSMUSG00000033114, intron 4 of 11)	13	64096310	64129330	33021	2	ENSMUST00000099441	15715	ENSMUSG00000033114	FOXG1_unique
ENSMUSG00000033126	299.6130574	0.316865446	0.126983952	0.006951388	0.029641572	Ybey	chr10	76496198	76496495	DIV11	Exon (ENSMUST00000170795/ENSMUSG00000001150, exon 17 of 29)	10	76459569	76469114	9546	2	ENSMUST00000049185	-27085	ENSMUSG00000033126	FOXG1_unique
ENSMUSG00000033128	3628.589626	0.136829635	0.070607076	0.044606745	0.125222015	Gga1	chr15	78872326	78872559	DIV11	Distal Intergenic	15	78877190	78894585	17396	1	ENSMUST00000041587	-4631	ENSMUSG00000033128	FOXG1_unique
ENSMUSG00000033147	612.7276295	-0.395301047	0.111299395	0.000168486	0.00135789	Slc22a15	chr3	101940414	101940598	DIV11	Distal Intergenic	3	101855778	101924453	68676	2	ENSMUST00000106928	-15962	ENSMUSG00000033147	FOXG1_unique
ENSMUSG00000033149	553.4215709	-0.12320179	0.144069249	0.339394496	0.521623709	Phldb2	chr16	45787742	45788225	DIV11	Promoter (1-2kb)	16	45777713	45789229	11517	2	ENSMUST00000133111	1004	ENSMUSG00000033149	FOXG1_unique
ENSMUSG00000033152	11406.27141	0.321010827	0.104814333	0.001258828	0.007344921	Podxl2	chr6	88869626	88869918	DIV11	Intron (ENSMUST00000038409/ENSMUSG00000033152, intron 1 of 7)	6	88842565	88874045	31481	2	ENSMUST00000038409	4127	ENSMUSG00000033152	FOXG1_unique
ENSMUSG00000033157	954.8297768	0.352471097	0.100010048	0.000210856	0.001635512	Abhd10	chr16	45742657	45742932	DIV11	Promoter (<=1kb)	16	45731551	45742902	11352	2	ENSMUST00000128348	0	ENSMUSG00000033157	FOXG1_unique
ENSMUSG00000033159	2242.57892	0.200294281	0.104931355	0.043174516	0.122253258	Cnppd1	chr1	75142366	75142710	DIV11	Promoter (<=1kb)	1	75135215	75142368	7154	2	ENSMUST00000041213	0	ENSMUSG00000033159	FOXG1_unique
ENSMUSG00000033161	34224.68912	-0.059341381	0.117048348	0.585152784	0.735449249	Atp1a1	chr3	101483569	101483753	DIV11	Distal Intergenic	3	101576316	101577560	1245	2	ENSMUST00000130649	93807	ENSMUSG00000033161	FOXG1_unique
