geneId	Chrom	Start	End	cluster_1	annotation	baseMean	log2FoldChange	lfcSE	pvalue	padj	symbol
ENSMUSG00000033557	chr1	156678570	156718910	cluster_5	Promoter (<=1kb)	4282.475637	-0.617199025	0.092496436	5.39253E-12	2.83422E-10	Fam20b
ENSMUSG00000033579	chr8	111345137	111393821	cluster_5	Promoter (<=1kb)	1.785888953	-0.080932406	0.341118884	0.091018707	.	Fa2h
ENSMUSG00000033590	chr9	75232013	75305450	cluster_5	Promoter (<=1kb)	12.34305416	0.212382549	0.346351828	0.19998213	0.366667135	Myo5c
ENSMUSG00000033595	chr14	70530820	70538324	cluster_5	Promoter (<=1kb)	164.8573866	0.147033206	0.194123235	0.348907818	0.531160163	Lgi3
ENSMUSG00000033618	chr16	21891968	21931877	cluster_5	Promoter (<=1kb)	1171.242675	-0.603860779	0.229425811	0.00150648	0.008545871	Map3k13
ENSMUSG00000033624	chr8	111094744	111135144	cluster_5	Promoter (<=1kb)	1675.363487	-0.481756698	0.171647492	0.001348787	0.00779338	Pdpr
ENSMUSG00000033628	chr18	29396715	29496416	cluster_5	Distal Intergenic	1437.592772	0.030286419	0.093696877	0.735877895	0.845703149	Pik3c3
ENSMUSG00000033628	chr18	29442199	29466107	cluster_5	Distal Intergenic	1437.592772	0.030286419	0.093696877	0.735877895	0.845703149	Pik3c3
ENSMUSG00000033633	chr8	111069496	111081708	cluster_5	Promoter (<=1kb)	114.1549069	-0.18379088	0.281742922	0.295497762	0.476532544	Clec18a
ENSMUSG00000033644	chr14	70372479	70429094	cluster_5	Promoter (<=1kb)	32.05248133	0.031921725	0.248868326	0.845383427	0.915130429	Piwil2
ENSMUSG00000033676	chr7	57581060	57581162	cluster_5	Distal Intergenic	10605.24784	-0.378395952	0.12657506	0.00110928	0.006619357	Gabrb3
ENSMUSG00000033685	chr7	100493357	100499629	cluster_5	Promoter (<=1kb)	601.8959109	-0.00354571	0.24050831	0.979396735	0.989522353	Ucp2
ENSMUSG00000033688	chr9	103250529	103288297	cluster_5	Promoter (<=1kb)	18.86246865	0.180054788	0.329136686	0.243204264	0.418740238	RP23-217J11.1
ENSMUSG00000033713	chr12	99195093	99450074	cluster_5	Promoter (<=1kb)	1500.733736	0.110150657	0.114626234	0.320459337	0.503421368	Foxn3
ENSMUSG00000033715	chr13	4059590	4090422	cluster_5	Promoter (<=1kb)	506.958779	0.088855502	0.212170277	0.579248104	0.730337773	Akr1c14
ENSMUSG00000033740	chr1	6487230	6860940	cluster_5	Promoter (<=1kb)	476.6841004	-0.907070797	0.391935269	0.001417566	0.008102839	St18
ENSMUSG00000033774	chr1	5913706	5917398	cluster_5	Promoter (<=1kb)	210.0034034	-2.260661768	0.450791387	1.45007E-08	3.67126E-07	Npbwr1
ENSMUSG00000033788	chr6	84008597	84211059	cluster_5	Promoter (<=1kb)	823.9244557	-1.039595669	0.273915567	1.00054E-05	0.000121197	Dysf
ENSMUSG00000033826	chr17	30622440	30626905	cluster_5	Promoter (<=1kb)	36.31889747	-0.005952512	0.222721084	0.968828155	0.983599183	Dnah8
ENSMUSG00000033837	chr15	76668223	76669948	cluster_5	Promoter (<=1kb)	6.181091704	-0.056112126	0.323976128	0.487586005	0.655896881	Foxh1
ENSMUSG00000033847	chr7	13325666	13360668	cluster_5	Promoter (<=1kb)	11.68322182	-0.102205543	0.327093819	0.359118165	0.541165178	Pla2g4c
ENSMUSG00000033855	chr17	88626554	88645724	cluster_5	Promoter (<=1kb)	862.3349189	-0.341445788	0.186646163	0.028378397	0.088622583	Ston1
ENSMUSG00000033882	chr3	82836522	82876483	cluster_5	Promoter (<=1kb)	77.07975122	-1.109521654	0.477069121	0.000846373	0.005299066	Rbm46
ENSMUSG00000033902	chr2	120017516	120017579	cluster_5	Intron (ENSMUST00000066058/ENSMUSG00000033902, intron 13 of 29)	4219.868898	-0.553596524	0.108756046	9.31199E-08	1.96708E-06	Mapkbp1
ENSMUSG00000033910	chr3	82092426	82145877	cluster_5	Promoter (<=1kb)	985.5220493	0.469904793	0.320822749	0.02884865	0.089829247	Gucy1a3
ENSMUSG00000033960	chr18	4634928	4682869	cluster_5	Promoter (<=1kb)	2849.562973	-0.405021787	0.127203663	0.000575674	0.003843334	Jcad
ENSMUSG00000033963	chr6	113596761	113600715	cluster_5	Promoter (<=1kb)	7.261735368	0.048863988	0.306170953	0.683403737	0.810255198	Fancd2os
ENSMUSG00000033966	chr17	80523549	80563834	cluster_5	Promoter (<=1kb)	241.088007	0.192405412	0.21951152	0.256424414	0.434256262	Cdkl4
ENSMUSG00000033967	chr7	12927415	12931072	cluster_5	Promoter (<=1kb)	24.05369926	0.093755698	0.252313312	0.574959393	0.727017493	Rnf225
ENSMUSG00000033987	chr11	118021722	118129219	cluster_5	Promoter (<=1kb)	22.81755741	-0.311242248	0.373431863	0.111393488	0.243823229	Dnah17
ENSMUSG00000034037	chr6	91978964	92076005	cluster_5	Promoter (<=1kb)	313.2344615	0.923600114	0.226796831	5.04108E-06	6.70013E-05	Fgd5
ENSMUSG00000034057	chr10	116776544	116896879	cluster_5	Promoter (<=1kb)	4.290192142	-0.015721412	0.31354078	0.866905311	.	Myrfl
ENSMUSG00000034063	chr6	91904232	91950725	cluster_5	Promoter (<=1kb)	34.15508659	-0.105869615	0.291780247	0.483594608	0.652828517	RP24-191L21.3
ENSMUSG00000034088	chr1	93405939	93445701	cluster_5	Promoter (<=1kb)	13410.10932	0.007704961	0.098271568	0.946998549	0.971097158	Hdlbp
ENSMUSG00000034107	chr1	93373895	93404304	cluster_5	Promoter (<=1kb)	4.506182952	0.0494986	0.317881389	0.610771043	.	Ano7
ENSMUSG00000034111	chr12	87166241	87200229	cluster_5	Promoter (<=1kb)	2001.930438	0.004950238	0.151008507	0.973355034	0.986077674	Tmed8
ENSMUSG00000034112	chr8	119700008	119757718	cluster_5	Promoter (<=1kb)	2.892545038	-0.019012876	0.319941545	0.799400207	.	Atp2c2
ENSMUSG00000034116	chr17	57279099	57329236	cluster_5	Promoter (<=1kb)	15.04433307	-0.554272088	0.857834166	0.026501641	0.084147181	Vav1
ENSMUSG00000034118	chr5	130073325	130135733	cluster_5	Promoter (<=1kb)	1968.994784	-0.097425425	0.097743273	0.291266337	0.47207489	Tpst1
ENSMUSG00000034127	chr10	115817283	115849893	cluster_5	Promoter (<=1kb)	2.339528765	-0.064219272	0.329689611	0.357027843	.	Tspan8
ENSMUSG00000034139	chr3	75242356	75270078	cluster_5	Promoter (<=1kb)	2.64768631	-0.06007155	0.328868343	0.368574403	.	Serpini2
ENSMUSG00000034151	chr3	75037894	75143772	cluster_5	Promoter (<=1kb)	63.76123989	0.006902997	0.254676617	0.967551182	0.98318288	Zbbx
ENSMUSG00000034161	chr15	76457437	76459468	cluster_5	Promoter (<=1kb)	143.3020845	0.413639695	0.399253716	0.051192417	0.138667835	Scx
ENSMUSG00000034164	chr11	5106265	5152222	cluster_5	Promoter (<=1kb)	986.1736062	0.9951264	0.139746234	1.18344E-13	8.39994E-12	Emid1
ENSMUSG00000034165	chr17	47505050	47599688	cluster_5	Promoter (<=1kb)	5095.094919	0.491408189	0.126483596	3.2681E-05	0.000338507	Ccnd3
ENSMUSG00000034177	chr11	87699523	87705327	cluster_5	Promoter (<=1kb)	89.08550945	-0.086754016	0.227060464	0.595114082	0.74284603	Rnf43
ENSMUSG00000034194	chr14	69692247	69692320	cluster_5	Exon (ENSMUST00000022660/ENSMUSG00000034205, exon 13 of 14)	1784.105103	0.316801645	0.106375575	0.001550939	0.00875667	R3hcc1
ENSMUSG00000034205	chr14	69609475	69695834	cluster_5	Promoter (<=1kb)	5086.771619	-0.133401502	0.13542471	0.26612163	0.445239861	Loxl2
ENSMUSG00000034219	chr5	129683390	129708511	cluster_5	Promoter (<=1kb)	1.610864546	-0.109174346	0.348395115	0.124357234	.	Sept14
ENSMUSG00000034224	chr8	119479602	119501698	cluster_5	Promoter (<=1kb)	7.201148643	-0.103996089	0.319822139	0.399928339	0.580434768	Slc38a8
ENSMUSG00000034243	chr16	36880518	36897189	cluster_5	Promoter (<=1kb)	4747.201287	0.155671225	0.154817973	0.253672378	0.431439257	Golgb1
ENSMUSG00000034243	chr16	36885010	36933085	cluster_5	Promoter (<=1kb)	4747.201287	0.155671225	0.154817973	0.253672378	0.431439257	Golgb1
ENSMUSG00000034255	chr11	103331483	103363692	cluster_5	Promoter (<=1kb)	206.2205132	-0.410203878	0.159935627	0.003839795	0.018341967	Arhgap27
ENSMUSG00000034258	chr12	85746538	85813585	cluster_5	Promoter (<=1kb)	100.1195525	0.079776194	0.209075974	0.62241612	0.764396706	Mfsd7c
ENSMUSG00000034265	chr17	5480988	5483069	cluster_5	Distal Intergenic	638.5521113	-0.910199002	0.132223863	6.65909E-13	4.17049E-11	Zdhhc14
ENSMUSG00000034266	chr12	85686719	85709087	cluster_5	Promoter (<=1kb)	6.536418741	0.141351732	0.357995936	0.138764897	0.284132382	Batf
ENSMUSG00000034274	chr11	4891344	4891402	cluster_5	Intron (ENSMUST00000038570/ENSMUSG00000034285, intron 8 of 9)	1676.026597	0.091406064	0.111158793	0.381047371	0.562446763	Thoc5
ENSMUSG00000034282	chr11	116220558	116238091	cluster_5	Promoter (<=1kb)	77.12542915	-0.150948436	0.263092732	0.379660077	0.561382029	Evpl
ENSMUSG00000034308	chr8	117661398	117671515	cluster_5	Promoter (<=1kb)	275.9016963	0.238249757	0.162982191	0.090926017	0.211686316	Sdr42e1
ENSMUSG00000034308	chr8	117681621	117693198	cluster_5	Distal Intergenic	275.9016963	0.238249757	0.162982191	0.090926017	0.211686316	Sdr42e1
ENSMUSG00000034310	chr5	127783490	128433077	cluster_5	Promoter (<=1kb)	301.4372255	0.402238175	0.214065816	0.020028226	0.067750999	Tmem132d
ENSMUSG00000034324	chr5	127030788	127088529	cluster_5	Distal Intergenic	1437.049926	-0.1201147	0.166486851	0.404911067	0.585192968	Tmem132c
ENSMUSG00000034324	chr5	127170564	127184356	cluster_5	Distal Intergenic	1437.049926	-0.1201147	0.166486851	0.404911067	0.585192968	Tmem132c
ENSMUSG00000034330	chr8	117459264	117459328	cluster_5	Intron (ENSMUST00000166750/ENSMUSG00000034390, intron 20 of 20)	148.1093389	-0.479857317	0.258206788	0.014678693	0.053281048	Plcg2
ENSMUSG00000034330	chr8	117498274	117635142	cluster_5	Promoter (<=1kb)	148.1093389	-0.479857317	0.258206788	0.014678693	0.053281048	Plcg2
ENSMUSG00000034382	chr17	47412733	47437375	cluster_5	Promoter (<=1kb)	18.37330671	0.08598078	0.313257621	0.470996456	0.641878009	RP23-345D6.8-1
ENSMUSG00000034382	chr17	47436638	47470638	cluster_5	Promoter (<=1kb)	18.37330671	0.08598078	0.313257621	0.470996456	0.641878009	RP23-345D6.8-1
ENSMUSG00000034384	chr5	106452522	106458166	cluster_5	Promoter (<=1kb)	16.14710512	1.253009192	0.536013692	0.001058561	0.006369311	Barhl2
ENSMUSG00000034394	chr11	4257567	4272514	cluster_5	Promoter (<=1kb)	676.4711336	-1.083817717	0.290753215	9.51984E-06	0.00011608	Lif
ENSMUSG00000034401	chr4	111720009	111829140	cluster_5	Promoter (<=1kb)	1209.391643	-0.227877916	0.158848166	0.101654076	0.228611483	Spata6
ENSMUSG00000034416	chr8	116995678	117082449	cluster_5	Promoter (<=1kb)	4.959343838	-0.143832378	0.350793189	0.188358721	0.352414777	Pkd1l2
ENSMUSG00000034422	chr16	35832877	35871382	cluster_5	Promoter (<=1kb)	265.8773394	0.101044072	0.193520369	0.519368788	0.682119111	Parp14
ENSMUSG00000034435	chr12	73543113	73546395	cluster_5	Promoter (<=1kb)	13.8445625	0.146556567	0.30798821	0.355045797	0.537142761	Tmem30b
ENSMUSG00000034435	chr12	73548482	73551986	cluster_5	Promoter (2-3kb)	13.8445625	0.146556567	0.30798821	0.355045797	0.537142761	Tmem30b
ENSMUSG00000034438	chr5	105014152	105053561	cluster_5	Promoter (<=1kb)	30.93259988	-1.466019191	0.418649106	2.65451E-05	0.000282473	Gbp8
ENSMUSG00000034452	chr9	64922860	64951607	cluster_5	Promoter (<=1kb)	8.489618457	0.091199278	0.307526602	0.499101636	0.665545617	Slc24a1
ENSMUSG00000034456	chr6	90333288	90364548	cluster_5	Promoter (<=1kb)	1.412815762	0.014341094	0.32368554	0.898379879	.	Uroc1
ENSMUSG00000034459	chr19	34640888	34650009	cluster_5	Promoter (<=1kb)	652.6166972	0.232860327	0.221468771	0.170207973	0.328848625	Ifit1
ENSMUSG00000034463	chr14	65919394	65953744	cluster_5	Promoter (<=1kb)	1246.455532	-0.730773009	0.161493817	1.03996E-06	1.66963E-05	Scara3
ENSMUSG00000034471	chr11	115799351	115813592	cluster_5	Promoter (<=1kb)	1505.698047	-0.136865853	0.156674465	0.322819769	0.505834323	Caskin2
ENSMUSG00000034472	chr8	75213943	75224113	cluster_5	Promoter (<=1kb)	414.4127501	-0.179910675	0.272349228	0.30537581	0.487103553	Rasd2
ENSMUSG00000034520	chr11	102799477	102805019	cluster_5	Promoter (<=1kb)	480.9195469	-0.426186015	0.254886099	0.024415263	0.079251662	Gjc1
ENSMUSG00000034522	chr14	65358675	65398930	cluster_5	Promoter (<=1kb)	738.7216677	0.44467969	0.150302176	0.000994802	0.006050467	Zfp395
ENSMUSG00000034525	chr13	70573240	70576104	cluster_5	Distal Intergenic	7264.708514	-0.312621947	0.153750038	0.024766339	0.080070044	Ice1
ENSMUSG00000034557	chr4	108639258	108723876	cluster_5	Promoter (<=1kb)	2617.603473	0.302635532	0.131620805	0.01131682	0.043613633	Zfyve9
ENSMUSG00000034557	chr4	108719648	108781904	cluster_5	Promoter (<=1kb)	2617.603473	0.302635532	0.131620805	0.01131682	0.043613633	Zfyve9
ENSMUSG00000034570	chr11	3494271	3504821	cluster_5	Promoter (<=1kb)	838.9062151	-0.408996934	0.229226451	0.023127574	0.075789711	Inpp5j
ENSMUSG00000034579	chr11	3488226	3494166	cluster_5	Promoter (<=1kb)	51.6177191	-1.026866164	0.43877178	0.001208924	0.007098787	Pla2g3
ENSMUSG00000034584	chr9	53301669	53381158	cluster_5	Promoter (<=1kb)	45.73030874	-1.570776901	0.302142763	1.48117E-08	3.74064E-07	Exph5
ENSMUSG00000034613	chr10	122565022	122569891	cluster_5	Distal Intergenic	2795.677908	-0.151365834	0.22084631	0.359024124	0.541104083	Ppm1h
ENSMUSG00000034616	chr19	4261668	4269172	cluster_5	Promoter (<=1kb)	893.6657943	-0.067400419	0.123069047	0.553571845	0.710726381	Ssh3
ENSMUSG00000034616	chr19	4263817	4263878	cluster_5	Intron (ENSMUST00000037992/ENSMUSG00000034616, intron 12 of 13)	893.6657943	-0.067400419	0.123069047	0.553571845	0.710726381	Ssh3
ENSMUSG00000034620	chr10	122078111	122079879	cluster_5	Exon (ENSMUST00000140299/ENSMUSG00000034620, exon 1 of 6)	2230.554196	0.027250665	0.075945586	0.707319029	0.827191313	Tmem5
ENSMUSG00000034620	chr10	122119696	122130558	cluster_5	Distal Intergenic	2230.554196	0.027250665	0.075945586	0.707319029	0.827191313	Tmem5
ENSMUSG00000034623	chr14	64075442	64085389	cluster_5	Promoter (<=1kb)	1.93088155	-0.025347758	0.323624299	0.671206166	.	Prss55
ENSMUSG00000034634	chr15	74762055	74763567	cluster_5	Promoter (<=1kb)	2.43632856	0.038374005	0.323243822	0.590238873	.	Ly6d
ENSMUSG00000034641	chr11	114982445	114989886	cluster_5	Promoter (<=1kb)	2.648604905	-0.017807238	0.322979365	0.814953498	.	Cd300ld
ENSMUSG00000034652	chr11	114890040	114904651	cluster_5	Promoter (<=1kb)	11.41114488	0.028799429	0.291830757	0.832530391	0.90685005	Cd300a
ENSMUSG00000034673	chr17	34589805	34591754	cluster_5	Promoter (<=1kb)	1362.91392	-0.303241207	0.092786352	0.000633388	0.00414654	Pbx2
ENSMUSG00000034683	chr2	79707779	79818546	cluster_5	Promoter (<=1kb)	10.86769248	-0.106472469	0.31734045	0.399255603	0.579794803	Ppp1r1c
ENSMUSG00000034689	chr14	95881265	95882775	cluster_5	Promoter (<=1kb)	2.48423132	-0.087942853	0.335653261	0.267071658	.	RP23-381M16.1
ENSMUSG00000034706	chr11	114344525	114749749	cluster_5	Promoter (<=1kb)	578.6891879	0.897672278	0.20646581	1.45787E-06	2.27206E-05	Dnaic2
ENSMUSG00000034738	chr2	69135799	69189329	cluster_5	Promoter (<=1kb)	5.221555902	-0.039212337	0.316016346	0.669082137	0.7998855	Nostrin
ENSMUSG00000034739	chr9	44101769	44109187	cluster_5	Promoter (<=1kb)	1175.727139	0.573299785	0.28946798	0.007793433	0.03243229	Mfrp
ENSMUSG00000034739	chr9	44101769	44109187	cluster_5	Promoter (<=1kb)	1175.727139	0.573299785	0.28946798	0.007793433	0.03243229	Mfrp
ENSMUSG00000034751	chr13	102732488	103334492	cluster_5	Promoter (<=1kb)	2098.251821	-0.672265067	0.200635055	0.000135509	0.001129003	Mast4
ENSMUSG00000034758	chr10	81590904	81600900	cluster_5	Promoter (<=1kb)	43.07159624	-1.49426625	0.384867214	4.71822E-06	6.32504E-05	Tle6
ENSMUSG00000034768	chr11	102268822	102278061	cluster_5	Promoter (<=1kb)	35.24959533	1.346021767	0.319872113	1.83511E-06	2.7807E-05	Asb16
ENSMUSG00000034771	chr10	81575286	81590845	cluster_5	Promoter (<=1kb)	1244.675494	-0.655616263	0.119265745	7.49538E-09	2.04345E-07	Tle2
ENSMUSG00000034774	chr18	20247339	20285031	cluster_5	Promoter (<=1kb)	1.337851766	0.023604742	0.323985007	0.675606975	.	Dsg1c
ENSMUSG00000034777	chr6	83692805	83712201	cluster_5	Promoter (<=1kb)	2.967950041	0.020825946	0.318063891	0.795520282	.	Vax2
ENSMUSG00000034777	chr6	83711263	83738304	cluster_5	Promoter (<=1kb)	2.967950041	0.020825946	0.318063891	0.795520282	.	Vax2
ENSMUSG00000034780	chr2	68104671	68122882	cluster_5	Promoter (<=1kb)	1328.044693	0.079525678	0.14785629	0.549601256	0.707965093	B3galt1
ENSMUSG00000034792	chr10	81502313	81524225	cluster_5	Promoter (<=1kb)	40.80270788	-0.147476767	0.3447357	0.214860332	0.385833081	Gna15
ENSMUSG00000034795	chr14	77036771	77112263	cluster_5	Promoter (<=1kb)	189.4128539	-0.317685511	0.223546162	0.068250757	0.171508641	Ccdc122
ENSMUSG00000034796	chr8	123130105	123130172	cluster_5	Promoter (1-2kb)	5610.320037	-2.612313349	0.249476382	6.91885E-27	3.41369E-24	Cpne7
ENSMUSG00000034810	chr2	66673425	66784910	cluster_5	Promoter (<=1kb)	473.8546126	-0.044480278	0.27374533	0.754379739	0.858398604	Scn7a
ENSMUSG00000034813	chr10	119454033	120077161	cluster_5	Promoter (<=1kb)	1955.462418	0.03045905	0.094243319	0.735536352	0.845599276	Grip1
ENSMUSG00000034813	chr10	119825203	119852390	cluster_5	Promoter (<=1kb)	1955.462418	0.03045905	0.094243319	0.735536352	0.845599276	Grip1
ENSMUSG00000034826	chr5	92458556	92458656	cluster_5	Intron (ENSMUST00000031377/ENSMUSG00000029426, intron 5 of 11)	958.0071344	-0.21456669	0.08722826	0.010069969	0.039755154	Nup54
ENSMUSG00000034829	chr8	71560554	71566649	cluster_5	Promoter (<=1kb)	5.131201008	0.083099898	0.323617121	0.432161781	0.609255047	Nxnl1
ENSMUSG00000034832	chr6	83400995	83401102	cluster_5	Intron (ENSMUST00000089622/ENSMUSG00000034832, intron 3 of 10)	2618.093142	0.2264663	0.136708318	0.073978184	0.181995623	Tet3
ENSMUSG00000034833	chr10	130322851	130362642	cluster_5	Promoter (<=1kb)	1.758271725	0.009478426	0.323021371	0.87724349	.	Tespa1
ENSMUSG00000034837	chr9	107674473	107679592	cluster_5	Promoter (<=1kb)	13.51174488	0.080281611	0.285267525	0.598067638	0.744868455	Gnat1
ENSMUSG00000034842	chr5	92331826	92414627	cluster_5	Promoter (<=1kb)	20.61433395	-0.121543805	0.298221054	0.432068641	0.609196341	Art3
ENSMUSG00000034845	chr8	71497752	71511769	cluster_5	Promoter (<=1kb)	355.1003832	-0.779815257	0.259353026	0.000314672	0.002288101	Plvap
ENSMUSG00000034853	chr4	106744560	106799831	cluster_5	Promoter (<=1kb)	1351.484428	-0.009828704	0.130076922	0.924790867	0.958921238	Acot11
ENSMUSG00000034855	chr5	92346638	92348889	cluster_5	Promoter (<=1kb)	376.5713741	-0.248071803	0.211099061	0.135024852	0.27885837	Cxcl10
ENSMUSG00000034871	chr4	106733914	106748292	cluster_5	Promoter (<=1kb)	1.888276443	0.007198508	0.324077314	0.87426846	.	Fam151a
ENSMUSG00000034872	chr10	81337761	81343266	cluster_5	Promoter (<=1kb)	9.320929295	-0.275535644	0.460323969	0.057517432	0.151460574	Gipc3
ENSMUSG00000034881	chr10	81328702	81335174	cluster_5	Promoter (<=1kb)	5.535600996	0.072570636	0.314061288	0.538003473	0.698810341	Tbxa2r
ENSMUSG00000034903	chr2	65088338	65238626	cluster_5	Promoter (<=1kb)	924.8877029	-0.013871756	0.137622354	0.896626749	0.943566194	Cobll1
ENSMUSG00000034908	chr9	45939520	45939590	cluster_5	Promoter (1-2kb)	7501.485068	-0.242103343	0.068834115	0.00030094	0.002200117	Sidt2
ENSMUSG00000034911	chr8	71384273	71395801	cluster_5	Promoter (<=1kb)	1.741858766	-0.102980629	0.345455246	0.150086734	.	Ushbp1
ENSMUSG00000034918	chr13	54701462	54736662	cluster_5	Promoter (<=1kb)	1.955528149	-0.064140193	0.331174066	0.332232664	.	Cdhr2
ENSMUSG00000034930	chr6	83135807	83152579	cluster_5	Promoter (<=1kb)	722.1918742	0.120888613	0.138750007	0.336367036	0.518992135	Rtkn
ENSMUSG00000034940	chr11	83964430	84044576	cluster_5	Promoter (<=1kb)	2347.658012	0.097901868	0.106120846	0.324645148	0.507436771	Synrg
ENSMUSG00000034947	chr11	101582241	101591785	cluster_5	Promoter (<=1kb)	120.2281931	0.024131234	0.173101896	0.869553706	0.929070609	Tmem106a
ENSMUSG00000034968	chr6	83086364	83088241	cluster_5	Promoter (<=1kb)	2.523907812	-0.008573012	0.323915241	0.798312153	.	Lbx2
ENSMUSG00000034997	chr14	74355526	74369741	cluster_5	Distal Intergenic	175.9888868	-0.903458664	0.390311293	0.001509758	0.008559066	Htr2a
ENSMUSG00000035000	chr2	62330072	62412231	cluster_5	Promoter (<=1kb)	37.6362924	-0.049723676	0.288128855	0.718702532	0.834833966	Dpp4
ENSMUSG00000035004	chr7	121064066	121074530	cluster_5	Promoter (<=1kb)	5.394534507	-0.115481535	0.345644015	0.242747345	0.418180847	Igsf6
ENSMUSG00000035020	chr5	91027516	91035212	cluster_5	Promoter (<=1kb)	3.739012338	-0.010122038	0.310428519	0.918470472	.	Epgn
ENSMUSG00000035021	chr12	54892988	54986336	cluster_5	Promoter (<=1kb)	168.3427316	-0.138235529	0.180813965	0.360241995	0.54191779	Baz1a
ENSMUSG00000035041	chr10	81084332	81098872	cluster_5	Promoter (<=1kb)	5.0103868	0.049969372	0.303180804	0.69129354	0.815451456	Creb3l3
ENSMUSG00000035042	chr11	83525778	83530518	cluster_5	Promoter (<=1kb)	26.5304261	-0.231154582	0.360077706	0.168236416	0.326075928	Ccl5
ENSMUSG00000035085	chr11	83437693	83441232	cluster_5	Promoter (<=1kb)	7.295866567	0.026357705	0.310963783	0.801952976	0.887990955	RP23-249K18.3
ENSMUSG00000035104	chr6	82041627	82093099	cluster_5	Promoter (<=1kb)	287.2369091	0.00136605	0.144771064	0.99281643	0.995745562	Eva1a
ENSMUSG00000035112	chr11	101260566	101277409	cluster_5	Promoter (<=1kb)	54.72047815	0.571476332	0.396378239	0.020272191	0.068404697	Wnk4
ENSMUSG00000035121	chr14	63182444	63193525	cluster_5	Promoter (<=1kb)	84.53946865	0.347051068	0.276324389	0.074744539	0.183073777	Neil2
ENSMUSG00000035125	chr6	81895589	81895663	cluster_5	Distal Intergenic	355.269517	-0.023208939	0.118164959	0.832607942	0.90685005	Gcfc2
ENSMUSG00000035125	chr6	81896598	81896676	cluster_5	Distal Intergenic	355.269517	-0.023208939	0.118164959	0.832607942	0.90685005	Gcfc2
